fid,lat,long
1152,6.911427,79.867750
1153,6.911438,79.867652
1154,6.911442,79.867555
1155,6.911445,79.867465
1156,6.911448,79.867372
1157,6.911460,79.867281
1158,6.911459,79.867201
1159,6.911462,79.867126
1160,6.911458,79.867060
1161,6.911457,79.867017
1162,6.911457,79.866986
1163,6.911460,79.866967
1164,6.911461,79.866956
1165,6.911463,79.866955
1166,6.911463,79.866959
1167,6.911463,79.866964
1168,6.911466,79.866964
1169,6.911466,79.866964
1170,6.911466,79.866964
1171,6.911466,79.866964
1172,6.911466,79.866964
1173,6.911466,79.866964
1174,6.911466,79.866964
1175,6.911466,79.866964
1176,6.911466,79.866964
1177,6.911466,79.866964
1179,6.911466,79.866964
1180,6.911466,79.866964
1181,6.911466,79.866964
1182,6.911466,79.866964
1183,6.911466,79.866964
1184,6.911466,79.866964
1186,6.911466,79.866964
1187,6.911466,79.866964
1188,6.911466,79.866964
1189,6.911466,79.866964
1190,6.911466,79.866964
1191,6.911466,79.866964
1192,6.911466,79.866964
1193,6.911466,79.866964
1194,6.911466,79.866964
1195,6.911466,79.866964
1196,6.911466,79.866964
1197,6.911466,79.866964
1198,6.911466,79.866964
1199,6.911466,79.866964
1200,6.911466,79.866964
1201,6.911466,79.866964
1202,6.911466,79.866964
1203,6.911466,79.866964
1204,6.911466,79.866964
1205,6.911466,79.866964
1206,6.911466,79.866964
1207,6.911466,79.866964
1208,6.911466,79.866964
1209,6.911466,79.866964
1210,6.911466,79.866964
1211,6.911466,79.866964
1212,6.911466,79.866964
1213,6.911466,79.866964
1214,6.911466,79.866964
1215,6.911466,79.866964
1216,6.911466,79.866964
1217,6.911466,79.866964
1218,6.911466,79.866964
1219,6.911466,79.866964
1220,6.911466,79.866964
1221,6.911466,79.866964
1222,6.911466,79.866964
1223,6.911466,79.866964
1224,6.911466,79.866964
1225,6.911466,79.866964
1226,6.911461,79.866976
1227,6.911470,79.866965
1228,6.911473,79.866951
1229,6.911477,79.866924
1230,6.911474,79.866888
1231,6.911471,79.866830
1232,6.911472,79.866776
1233,6.911475,79.866711
1234,6.911486,79.866619
1235,6.911498,79.866532
1236,6.911502,79.866448
1237,6.911503,79.866358
1238,6.911502,79.866264
1239,6.911503,79.866167
1240,6.911504,79.866075
1241,6.911507,79.865983
1242,6.911507,79.865881
1243,6.911507,79.865790
1244,6.911507,79.865693
1245,6.911511,79.865602
1246,6.911509,79.865512
1247,6.911512,79.865420
1248,6.911516,79.865328
1249,6.911514,79.865245
1250,6.911510,79.865160
1251,6.911506,79.865078
1252,6.911503,79.865003
1253,6.911498,79.864936
1254,6.911500,79.864884
1255,6.911504,79.864835
1256,6.911500,79.864791
1257,6.911488,79.864747
1258,6.911482,79.864705
1259,6.911474,79.864654
1260,6.911473,79.864589
1261,6.911461,79.864526
1262,6.911443,79.864459
1263,6.911441,79.864388
1264,6.911461,79.864306
1265,6.911500,79.864217
1266,6.911533,79.864127
1267,6.911547,79.864033
1268,6.911555,79.863932
1269,6.911562,79.863835
1270,6.911575,79.863728
1271,6.911576,79.863620
1272,6.911578,79.863508
1273,6.911581,79.863397
1274,6.911595,79.863287
1275,6.911601,79.863175
1276,6.911607,79.863062
1277,6.911611,79.862950
1278,6.911615,79.862844
1279,6.911622,79.862735
1280,6.911621,79.862634
1281,6.911619,79.862525
1282,6.911616,79.862412
1283,6.911617,79.862287
1284,6.911613,79.862172
1285,6.911603,79.862060
1286,6.911591,79.861949
1287,6.911577,79.861834
1288,6.911567,79.861718
1289,6.911556,79.861606
1290,6.911545,79.861488
1291,6.911536,79.861368
1292,6.911530,79.861246
1293,6.911532,79.861122
1294,6.911536,79.861001
1295,6.911539,79.860876
1296,6.911542,79.860754
1297,6.911546,79.860631
1298,6.911550,79.860517
1299,6.911552,79.860398
1300,6.911557,79.860276
1301,6.911568,79.860153
1302,6.911575,79.860019
1303,6.911582,79.859894
1304,6.911584,79.859765
1305,6.911588,79.859655
1306,6.911593,79.859546
1307,6.911599,79.859439
1308,6.911605,79.859327
1309,6.911612,79.859211
1310,6.911618,79.859098
1311,6.911622,79.858986
1312,6.911624,79.858871
1313,6.911628,79.858749
1314,6.911637,79.858635
1315,6.911639,79.858523
1316,6.911642,79.858415
1317,6.911641,79.858312
1318,6.911636,79.858214
1319,6.911625,79.858117
1320,6.911606,79.858028
1321,6.911601,79.857937
1322,6.911613,79.857850
1323,6.911638,79.857771
1324,6.911667,79.857694
1325,6.911691,79.857613
1326,6.911711,79.857533
1327,6.911720,79.857447
1328,6.911722,79.857356
1329,6.911725,79.857261
1330,6.911731,79.857165
1331,6.911735,79.857070
1332,6.911741,79.856971
1334,6.911747,79.856874
1334,6.911753,79.856772
1335,6.911758,79.856670
1336,6.911760,79.856562
1337,6.911760,79.856454
1338,6.911758,79.856339
1339,6.911768,79.856224
1340,6.911773,79.856111
1341,6.911781,79.855997
1342,6.911788,79.855886
1343,6.911791,79.855773
1344,6.911792,79.855658
1345,6.911792,79.855545
1346,6.911796,79.855434
1347,6.911797,79.855312
1348,6.911802,79.855198
1349,6.911808,79.855086
1350,6.911809,79.854973
1351,6.911811,79.854860
1352,6.911811,79.854734
1353,6.911814,79.854609
1354,6.911813,79.854491
1355,6.911821,79.854368
1356,6.911828,79.854246
1357,6.911834,79.854132
1358,6.911839,79.854021
1359,6.911844,79.853914
1360,6.911846,79.853805
1361,6.911849,79.853701
1362,6.911851,79.853603
1363,6.911854,79.853504
1364,6.911850,79.853404
1365,6.911853,79.853301
1366,6.911859,79.853200
1367,6.911866,79.853097
1368,6.911869,79.852993
1369,6.911872,79.852886
1370,6.911872,79.852776
1371,6.911871,79.852662
1372,6.911870,79.852555
1373,6.911879,79.852455
1374,6.911880,79.852366
1375,6.911882,79.852272
1376,6.911876,79.852182
1377,6.911873,79.852100
1378,6.911868,79.852018
1379,6.911872,79.851943
1380,6.911875,79.851874
1381,6.911884,79.851807
1382,6.911898,79.851736
1383,6.911913,79.851669
1384,6.911922,79.851602
1385,6.911924,79.851539
1386,6.911926,79.851473
1387,6.911934,79.851408
1388,6.911953,79.851344
1389,6.911984,79.851296
1390,6.912018,79.851274
1391,6.912046,79.851264
1392,6.912065,79.851259
1393,6.912078,79.851260
1394,6.912088,79.851260
1395,6.912102,79.851268
1396,6.912125,79.851290
1397,6.912153,79.851327
1398,6.912181,79.851387
1399,6.912209,79.851465
1400,6.912242,79.851537
1401,6.912281,79.851611
1402,6.912312,79.851683
1403,6.912341,79.851758
1404,6.912368,79.851841
1405,6.912392,79.851931
